directory_rank,project_name,builders,project_url,demo_url,is_citizen,primary_theme,visit_status,final_url,page_title,hosting_bucket,citizen_overlap_signal_count,citizen_overlap_signals,flag_prototype_disclosure,flag_multilingual,flag_plain_language_or_own_words,flag_voice_or_speech,flag_ai_chat_or_copilot,flag_consent_privacy_or_sharing,flag_tracking_status_deadline_or_next_step,flag_documents_evidence_or_records,flag_eligibility_rules_or_benefits,flag_offline_low_data_or_weak_network,flag_accessibility_signal,flag_life_event_signal,flag_explicit_actor_or_owner,flag_provenance_or_source_boundary,supplemental_evidence_basis,supplemental_demo_summary
60,Embassies of India,Shivam Kumar Tiwari & Joy Sengupta,https://embassiesofindia.vercel.app/,https://drive.google.com/drive/folders/1kRiFpRNfqTR_GjZHfwUx9DIZFjHGNDSm?usp=sharing,False,"Identity, documents, passports & visas",loaded_visible_content,https://embassiesofindia.vercel.app/,India Missions,Vercel,3,tracking_status_deadline_or_next_step|documents_evidence_or_records|eligibility_rules_or_benefits,False,False,False,False,False,False,True,True,True,False,False,False,False,False,,
61,AdmissionSetu,Dhruv Kajalkar,https://admission-setu.vercel.app/dashboard,https://www.youtube.com/watch?v=2gA_hp-0y6Q,False,"Education, jobs & skills",loaded_visible_content,https://admission-setu.vercel.app/dashboard,Dashboard | AdmissionSetu,Vercel,4,prototype_disclosure|tracking_status_deadline_or_next_step|documents_evidence_or_records|eligibility_rules_or_benefits,True,False,False,False,False,False,True,True,True,False,False,False,False,False,,
62,"CPGRAMS Reimagined — Resolution, Not Closure",Hrithik Dass,https://cpgrams-reimagined.vercel.app/,https://youtu.be/ofUWvkWI-48,False,Grievance & civic accountability,loaded_visible_content,https://cpgrams-reimagined.vercel.app/,CPGRAMS — Reimagined for Resolution | Government of India,Vercel,8,prototype_disclosure|multilingual|plain_language_or_own_words|voice_or_speech|consent_privacy_or_sharing|tracking_status_deadline_or_next_step|documents_evidence_or_records|accessibility_signal,True,True,True,True,False,True,True,True,False,False,True,False,False,False,,
63,Shikayat Saathi,Aarju Kumar,https://shikayatsaathi.netlify.app/,https://youtu.be/uPtYXoL2Rwk,False,Grievance & civic accountability,loaded_visible_content,https://shikayatsaathi.netlify.app/,Shikayat Saathi — One complaint. Every next step.,Netlify,7,prototype_disclosure|multilingual|voice_or_speech|ai_chat_or_copilot|consent_privacy_or_sharing|tracking_status_deadline_or_next_step|accessibility_signal,True,True,False,True,True,True,True,False,False,False,True,False,False,False,,
64,GST Notice explained: Why doesn't my GST match?,Gaurav Gupta & Kriti Kandhari Kapoor,https://prototype-blue-three.vercel.app/,https://www.loom.com/share/047a1c3ea1a84011b4561fcd9caca18d,False,"Tax, GST & filings",loaded_visible_content,https://prototype-blue-three.vercel.app/,"Notice, Explained — Flow Review",Vercel,2,prototype_disclosure|documents_evidence_or_records,True,False,False,False,False,False,False,True,False,False,False,False,False,False,,
65,Parivahan 2.O - India Mobility Os,Ameya Jayesh Kasture & Prathmesh Garule,https://parivahan-sarathi-2.vercel.app/,https://youtu.be/uxRYqrryGkE?is=O7Qjx1y11n4c8Vht,False,Road transport & vehicles,loaded_visible_content,https://parivahan-sarathi-2.vercel.app/,"Parivahan 2.0 — Your mobility, made simple",Vercel,8,prototype_disclosure|multilingual|ai_chat_or_copilot|consent_privacy_or_sharing|tracking_status_deadline_or_next_step|documents_evidence_or_records|accessibility_signal|provenance_or_source_boundary,True,True,False,False,True,True,True,True,False,False,True,False,False,True,,
66,SaathCRS,Krish Shah & Sahil Asopa,https://saath-crs.vercel.app/,https://x.com/_kshah00/status/2093722678679228573?s=20,False,"Life events, inheritance & family",loaded_visible_content,https://saath-crs.vercel.app/,"Saath — CRS death registration, EPFO and insurance claims, handled with you",Vercel,5,plain_language_or_own_words|ai_chat_or_copilot|documents_evidence_or_records|eligibility_rules_or_benefits|life_event_signal,False,False,True,False,True,False,False,True,True,False,False,True,False,False,,
67,Paarth: A Guide for Hard Times,Asutosh Padhi & Bismoy Sutar,https://paarth-bms.pages.dev/,https://drive.google.com/drive/folders/1uGAQIDiea0ZR09Jn2kK028cav5zK_q6E?usp=sharing,False,"Life events, inheritance & family",loaded_visible_content,https://paarth-bms.pages.dev/landing,Paarth,Cloudflare,4,prototype_disclosure|tracking_status_deadline_or_next_step|documents_evidence_or_records|life_event_signal,True,False,False,False,False,False,True,True,False,False,False,True,False,False,,
68,FASTag Unified,Sahana Desai,https://imaginative-taffy-242ce5.netlify.app/,https://app.screencastify.com/watch/SkVzcT90DbqP69vQXYOK,False,Road transport & vehicles,loaded_visible_content,https://imaginative-taffy-242ce5.netlify.app/login,FASTag Central Hub,Netlify,2,prototype_disclosure|tracking_status_deadline_or_next_step,True,False,False,False,False,False,True,False,False,False,False,False,False,False,,
69,Sehat,Vivek Boora,https://openai-blue-seven.vercel.app/,https://drive.google.com/drive/folders/1hAOydHZMqmk5DpRKyILbp0QwMcdx0T8b?usp=sharing,False,"Health, emergency & accessibility",loaded_visible_content,https://openai-blue-seven.vercel.app/,"Sehat — an OPD slot at a government hospital, in one clear step",Vercel,4,prototype_disclosure|multilingual|plain_language_or_own_words|voice_or_speech,True,True,True,True,False,False,False,False,False,False,False,False,False,False,,
70,MindEase,Shriyash Deshmukh,https://mind-ease-three.vercel.app/,https://drive.google.com/file/d/1G6GMAOySW0OhnLoes528iIaTjHE1kFji/view?usp=drive_link,False,"Health, emergency & accessibility",loaded_visible_content,https://mind-ease-three.vercel.app/,MindEase - Your Safe Space,Vercel,3,ai_chat_or_copilot|consent_privacy_or_sharing|tracking_status_deadline_or_next_step,False,False,False,False,True,True,True,False,False,False,False,False,False,False,,
71,ScholarSaathi : Your Scholarship companion,Krishna Agrawal,https://scholarsaathi-two.vercel.app/,https://drive.google.com/file/d/1RspPjGHAjXaLzVNT8xYP400VQLTSJo8l/view?usp=sharing,False,"Benefits, loans & financial inclusion",loaded_visible_content,https://scholarsaathi-two.vercel.app/,ScholarSaathi · Find scholarships that fit,Vercel,2,tracking_status_deadline_or_next_step|eligibility_rules_or_benefits,False,False,False,False,False,False,True,False,True,False,False,False,False,False,,
72,Road India,Aitihya ray & Bastab Mushahary,https://road-india.vercel.app/,https://drive.google.com/file/d/1T90aoD1RrumIf0YFyH1E466jcenfVp7q/view?usp=drive_link,False,Road transport & vehicles,loaded_visible_content,https://road-india.vercel.app/,Road India — Report it. Fix it faster.,Vercel,2,multilingual|tracking_status_deadline_or_next_step,False,True,False,False,False,False,True,False,False,False,False,False,False,False,,
73,RTI Online,Ganesh Gurram & Pothumudi Rahul,https://frontend-brown-kappa-56.vercel.app/,https://drive.google.com/file/d/1ZamR9TnbVLL2LoPHzy1OiVoVAoUe9wyW/view?usp=sharing,False,"RTI, courts, law & elections",loaded_visible_content,https://frontend-brown-kappa-56.vercel.app/,RTI Online | Right to Information,Vercel,4,multilingual|ai_chat_or_copilot|tracking_status_deadline_or_next_step|accessibility_signal,False,True,False,False,True,False,True,False,False,False,True,False,False,False,,
74,JanSathi,Mansi Gangwar & Priyharsh,https://jansathi-login-preview.mansi58211.chatgpt.site/,https://drive.google.com/file/d/1pTJlsEonr1UTqjaitYdFSt2cW1dFxyTS/view?usp=sharing,False,Cross-service platforms & infrastructure,loaded_minimal_or_client_only,about:blank,,ChatGPT Sites,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
75,HaqPath,Suman Kumar,https://haqpath-prototype.vercel.app/,https://youtu.be/98SNp7LsIe0?si=JReArT2mAL5CYe6A,False,"EPFO, pensions & employment claims",loaded_visible_content,https://haqpath-prototype.vercel.app/,HaqPath · Independent EPFO service prototype,Vercel,6,prototype_disclosure|tracking_status_deadline_or_next_step|documents_evidence_or_records|eligibility_rules_or_benefits|life_event_signal|explicit_actor_or_owner,True,False,False,False,False,False,True,True,True,False,False,True,True,False,,
76,raksha,N.Hariharan & H Yokash,https://raksha-theta.vercel.app/,https://www.youtube.com/watch?v=I_Vsm0B9Zz8,False,"Cybercrime, scams & public safety",loaded_visible_content,https://raksha-theta.vercel.app/,Raksha,Vercel,6,multilingual|plain_language_or_own_words|voice_or_speech|ai_chat_or_copilot|tracking_status_deadline_or_next_step|documents_evidence_or_records,False,True,True,True,True,False,True,True,False,False,False,False,False,False,,
77,MCA One,Naman Gilra & Ria Somani,https://mca-one-riasomani.vercel.app/,https://drive.google.com/file/d/19Ms-rmEJio0uTLbZNn0UL1c1_TxvJyi8/view?usp=sharing,False,"Business, MSME & compliance",loaded_visible_content,https://mca-one-riasomani.vercel.app/login,MCA One,Vercel,1,prototype_disclosure,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
78,Kavach,Ashutosh Kumar & Kaustubh Tripathi,https://cybercrime-assistant.vercel.app/,https://drive.google.com/file/d/15YK3JONlj1ai6QRl9LvdUHIlY1PBIXUr/view?usp=sharing,False,"Cybercrime, scams & public safety",loaded_visible_content,https://cybercrime-assistant.vercel.app/,"Kavach — the first hour, and the ninety days after",Vercel,8,prototype_disclosure|multilingual|plain_language_or_own_words|voice_or_speech|ai_chat_or_copilot|tracking_status_deadline_or_next_step|documents_evidence_or_records|offline_low_data_or_weak_network,True,True,True,True,True,False,True,True,False,True,False,False,False,False,,
79,"RaktKhoj - Emergency Blood, on UMANG",Gurjot Singh Ahluwalia & Sanan Goyal,https://raktkhoj.vercel.app/umangdemo,https://youtu.be/T3U7wqGltGc,False,"Health, emergency & accessibility",loaded_visible_content,https://raktkhoj.vercel.app/umangdemo,RaktKhoj × UMANG — entry-point demo,Vercel,3,tracking_status_deadline_or_next_step|documents_evidence_or_records|eligibility_rules_or_benefits,False,False,False,False,False,False,True,True,True,False,False,False,False,False,,
80,December Terminal Agent,Chaitanya Sonawane,https://trydecember.com/,https://trydecember.com/,False,"Rail, transit & travel booking",loaded_visible_content,https://trydecember.com/,December | AI Coding Agent for Terminal and Cloud,Other/custom,1,ai_chat_or_copilot,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,
81,RakshakAI,Deepika Karanji & Manav Koluru,https://cyber-crime-reporting-portal-sand.vercel.app/,https://youtu.be/Dw15Zy49fHk,False,"Cybercrime, scams & public safety",loaded_visible_content,https://cyber-crime-reporting-portal-sand.vercel.app/,Cyber Crime Reporting Portal – File a Complaint in Under 2 Minutes,Vercel,7,multilingual|plain_language_or_own_words|voice_or_speech|ai_chat_or_copilot|consent_privacy_or_sharing|tracking_status_deadline_or_next_step|documents_evidence_or_records,False,True,True,True,True,True,True,True,False,False,False,False,False,False,,
82,Bhumap,Divyam Jain & Vrushal Mehta,https://bhumap-web.vercel.app/map,https://drive.google.com/file/d/1qEqSE1g5xlSvO241Qo6U-GmojShfRQVc/view?usp=sharing,False,"Land, housing, utilities & environment",loaded_visible_content,https://bhumap-web.vercel.app/select,Select state · Bhumap,Vercel,2,prototype_disclosure|documents_evidence_or_records,True,False,False,False,False,False,False,True,False,False,False,False,False,False,,
83,JANSAATHI,Devika Mukundan,https://astonishing-frangipane-5b6a79.netlify.app/,https://drive.google.com/file/d/1ltokTDSsj7iGJx_KaMpjFfuMTVpsCo1b/view?usp=drivesdk,False,Cross-service platforms & infrastructure,loaded_visible_content,https://astonishing-frangipane-5b6a79.netlify.app/,JANSAATHI,Netlify,4,plain_language_or_own_words|voice_or_speech|tracking_status_deadline_or_next_step|documents_evidence_or_records,False,False,True,True,False,False,True,True,False,False,False,False,False,False,,
84,OpenFOS,Venkatasai Reddy Barri,https://www.openfos.in/,https://youtu.be/fkt9cr9Y3m8,False,"Business, MSME & compliance",loaded_visible_content,https://www.openfos.in/,"Food safety, made visible · OpenFOS",Other/custom,5,prototype_disclosure|ai_chat_or_copilot|tracking_status_deadline_or_next_step|documents_evidence_or_records|provenance_or_source_boundary,True,False,False,False,True,False,True,True,False,False,False,False,False,True,,
85,Parivahan Sarathi,Arkadeep Nag,https://buildwhatmovesindia-one.vercel.app/,https://youtu.be/l8s3AVJZh5A?si=2vOphSXdtCiaVUDf,False,Road transport & vehicles,loaded_visible_content,https://buildwhatmovesindia-one.vercel.app/,Parivahan Sarathi,Vercel,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
86,Vote Where You Live,Aviral agarwal,https://vote-where-you-live.vercel.app/,https://youtube.com/shorts/0PS-mGwOakE?si=iS78E0__pWD_cJar,False,"RTI, courts, law & elections",loaded_visible_content,https://vote-where-you-live.vercel.app/,Vote where you live,Vercel,1,prototype_disclosure,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
87,"JanSetu - One Nation , One Portal",Shubham Gagare,https://jansetu-flame.vercel.app/,https://drive.google.com/file/d/1881X_at9zDxgHI6DVEsE5X3jDzUNI2gW/view?usp=sharing,False,Cross-service platforms & infrastructure,loaded_visible_content,https://jansetu-flame.vercel.app/,JanSetu,Vercel,6,prototype_disclosure|multilingual|voice_or_speech|tracking_status_deadline_or_next_step|documents_evidence_or_records|eligibility_rules_or_benefits,True,True,False,True,False,False,True,True,True,False,False,False,False,False,,
88,ECI Citizen Services - Rebuilt and Enhanced,Bhuvana Shree N & Chithra R,https://eci-citizen-services-pi.vercel.app/,https://drive.google.com/file/d/1wnITIMH1iUwitaLmG9ODI3IQVx0OGFFW/view?usp=drive_link,False,"RTI, courts, law & elections",loaded_visible_content,https://eci-citizen-services-pi.vercel.app/,ECI Citizen Services — Rebuilt & Enhanced,Vercel,6,prototype_disclosure|multilingual|ai_chat_or_copilot|tracking_status_deadline_or_next_step|documents_evidence_or_records|accessibility_signal,True,True,False,False,True,False,True,True,False,False,True,False,False,False,,
89,RTI Sahayak,Ganga Priya S & Ranga Laxmi Jahnavi,https://rti-sahayak-kappa.vercel.app/,https://drive.google.com/file/d/16FdHkAtuvSS2Pmb7NWYiC1waGix3fTc0/view?usp=drivesdk,False,"RTI, courts, law & elections",loaded_visible_content,https://rti-sahayak-kappa.vercel.app/,RTI Sahayak — Tell us what happened,Vercel,2,prototype_disclosure|plain_language_or_own_words,True,False,True,False,False,False,False,False,False,False,False,False,False,False,,
90,RailSetu - A Precise Way through the Waitlist,Ankit Shrivastava,https://railsetu.beatkingkrrish9500.chatgpt.site/,https://drive.google.com/file/d/1DmNPY7Hm5vK0exPJNRn4Rr86iwAvm2pQ/view?usp=sharing,False,"Rail, transit & travel booking",loaded_minimal_or_client_only,about:blank,,ChatGPT Sites,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
91,RailEase India,Manas kishor shirsath,https://railease-india-eyq2.vercel.app/,https://www.youtube.com/watch?v=OraHf-CW0xU,False,"Rail, transit & travel booking",loaded_visible_content,https://railease-india-eyq2.vercel.app/,IRCTC — Modern Railway Journey Experience,Vercel,2,ai_chat_or_copilot|tracking_status_deadline_or_next_step,False,False,False,False,True,False,True,False,False,False,False,False,False,False,,
92,SortIt,Prabhav Tewari,https://sequoia-oatmeal-e80.notion.site/SortIt-The-New-Operating-System-for-Indian-Democracy-3cb3976b4819809e9fade009ea5f8062?source=copy_link,https://youtu.be/teaWFSWn4vU,False,"Land, housing, utilities & environment",loaded_visible_content,https://sequoia-oatmeal-e80.notion.site/SortIt-The-New-Operating-System-for-Indian-Democracy-3cb3976b4819809e9fade009ea5f8062?source=copy_link,SortIt: The New Operating System for Indian Democracy,Other/custom,3,prototype_disclosure|voice_or_speech|ai_chat_or_copilot,True,False,False,True,True,False,False,False,False,False,False,False,False,False,,
93,eCourts Portal revamp,Madhurjya Saikia,https://madhurjya-nlp.github.io/ecourts-citizen-case-companion/,https://drive.google.com/file/d/1pnaXwJLi8KM3TdqVXQpVHbjxOt__e9Ma/view?usp=drivesdk,False,"RTI, courts, law & elections",loaded_visible_content,https://madhurjya-nlp.github.io/ecourts-citizen-case-companion/#home,eCourts | Citizen case companion,GitHub Pages,3,prototype_disclosure|plain_language_or_own_words|documents_evidence_or_records,True,False,True,False,False,False,False,True,False,False,False,False,False,False,,
94,SETU,Abhir Mirikar,https://buildwhatmovesindia-vert.vercel.app/,https://drive.google.com/file/d/1-Rs3D5_1vmXjzQRdxXbssauDuFI3m-eh/view?usp=sharing,False,Cross-service platforms & infrastructure,loaded_visible_content,https://buildwhatmovesindia-vert.vercel.app/,SETU — Compliance operating system for India | EODB,Vercel,1,documents_evidence_or_records,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,
95,NagrikFlow,Alok Srivastava,https://nagrikflow-five.vercel.app/,https://youtu.be/0BtlhOYW5ok,False,Cross-service platforms & infrastructure,loaded_visible_content,https://nagrikflow-five.vercel.app/,NagrikFlow — Know what happens before you apply,Vercel,7,prototype_disclosure|plain_language_or_own_words|ai_chat_or_copilot|consent_privacy_or_sharing|tracking_status_deadline_or_next_step|documents_evidence_or_records|eligibility_rules_or_benefits,True,False,True,False,True,True,True,True,True,False,False,False,False,False,,
96,Parakh: One GSTIN. The whole record.,Arjun Garg & Keshav Krishna Gupta,https://build.parakh.biz/,https://www.loom.com/share/14307b529e3a4b829c1d4daf9fbd1aed,False,"Benefits, loans & financial inclusion",loaded_visible_content,https://build.parakh.biz/,Parakh Demo — One GSTIN. The whole record.,Other/custom,4,prototype_disclosure|consent_privacy_or_sharing|documents_evidence_or_records|provenance_or_source_boundary,True,False,False,False,False,True,False,True,False,False,False,False,False,True,,
97,TaxPath,Yogesh Choudhary,https://taxpath-navy.vercel.app/,https://youtu.be/N2NdtjZPkFg,False,"Tax, GST & filings",loaded_visible_content,https://taxpath-navy.vercel.app/,"TaxPath — Your tax, without the tax headache.",Vercel,3,prototype_disclosure|documents_evidence_or_records|eligibility_rules_or_benefits,True,False,False,False,False,False,False,True,True,False,False,False,False,False,,
98,Jeevana — a sequence layer for Indian public services,Venkata Siva Rama Maruvada,https://jeevana-brown.vercel.app/,https://www.loom.com/share/e4df7dd8a13e427593a3befe1f809768,False,"Life events, inheritance & family",loaded_visible_content,https://jeevana-brown.vercel.app/,"Jeevana — Life events, in the order they happen",Vercel,6,prototype_disclosure|tracking_status_deadline_or_next_step|documents_evidence_or_records|eligibility_rules_or_benefits|life_event_signal|provenance_or_source_boundary,True,False,False,False,False,False,True,True,True,False,False,True,False,True,,
99,Tatkal 2.0,Vikas Rajput,https://tatkal-2-0.vercel.app/,https://www.youtube.com/watch?v=MzvBl371aRo,False,"Rail, transit & travel booking",loaded_visible_content,https://tatkal-2-0.vercel.app/,Tatkal 2.0 — Fair railway booking,Vercel,2,prototype_disclosure|eligibility_rules_or_benefits,True,False,False,False,False,False,False,False,True,False,False,False,False,False,,
100,Setu - a phone relay for deaf and non-verbal India,Aakanksha Singh & Siddhant Shitole,https://setu-build.vercel.app/,https://www.youtube.com/watch?v=YRk466SvR0I,False,"Health, emergency & accessibility",loaded_visible_content,https://setu-build.vercel.app/,Setu — a voice for the call,Vercel,3,multilingual|voice_or_speech|tracking_status_deadline_or_next_step,False,True,False,True,False,False,True,False,False,False,False,False,False,False,,
101,Grievance Copilot,Siddhant Srivastava,https://sidbuilds.com/grievancecopilot,https://youtu.be/ZEGfDcV-cSI,False,Grievance & civic accountability,loaded_visible_content,https://sidbuilds.com/grievancecopilot,Grievance Copilot — We navigate. You get heard.,Other/custom,5,prototype_disclosure|plain_language_or_own_words|ai_chat_or_copilot|tracking_status_deadline_or_next_step|provenance_or_source_boundary,True,False,True,False,True,False,True,False,False,False,False,False,False,True,,
102,SarvPariksha,Abhay Mahendra Mourya,https://sarvpariksha.in/,,False,"Education, jobs & skills",loaded_minimal_or_client_only,about:blank,,Other/custom,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
103,RTI - Your Right. Your Information. Your Power.,Mandadi Manas Chandra & Diddekunta Vishnu Vardhan Reddy,https://rti-build-what-moves-india.vercel.app/,https://drive.google.com/file/d/1xSeAYr4IAjAb64cdVtU-9cHzY7WEUmUb/view?usp=drivesdk,False,"RTI, courts, law & elections",loaded_visible_content,https://rti-build-what-moves-india.vercel.app/,RTI-Build What Moves India,Vercel,2,prototype_disclosure|tracking_status_deadline_or_next_step,True,False,False,False,False,False,True,False,False,False,False,False,False,False,,
104,Project name: The Ticket for the Next Train (Recreation of IRCTC),Raunak Gupta,https://irctcslop.vercel.app/,https://irctcslop.vercel.app/creator-vid,False,"Rail, transit & travel booking",loaded_visible_content,https://irctcslop.vercel.app/,IRCTC: tickets for the next train,Vercel,4,prototype_disclosure|ai_chat_or_copilot|consent_privacy_or_sharing|tracking_status_deadline_or_next_step,True,False,False,False,True,True,True,False,False,False,False,False,False,False,,
105,JeeVan (Jeev + Van),Neha Boloor & Samyak R Jain,https://jeev-van.vercel.app/,https://youtu.be/MggKflVKgFo?si=RgcQK_qKQBpFcaNy,False,"Land, housing, utilities & environment",loaded_visible_content,https://jeev-van.vercel.app/,JeeVan — A lifetime of impact,Vercel,4,consent_privacy_or_sharing|tracking_status_deadline_or_next_step|documents_evidence_or_records|life_event_signal,False,False,False,False,False,True,True,True,False,False,False,True,False,False,,
106,"GST Portal, Redesigned — The Tax Portal That Takes Instructions",Ronaldo Rajan,https://indiagstportal-production.up.railway.app/,https://drive.google.com/file/d/1RNYKud-PFt8t8smo55Nn652umPejtZGb/view?usp=sharing,False,"Tax, GST & filings",loaded_visible_content,https://indiagstportal-production.up.railway.app/,"GST Portal, redesigned — file GST on your phone in 23 languages",Other/custom,5,prototype_disclosure|multilingual|voice_or_speech|ai_chat_or_copilot|tracking_status_deadline_or_next_step,True,True,False,True,True,False,True,False,False,False,False,False,False,False,,
107,Jan Samadhan,Aditya Poddar & Kumar Mangalam,https://cpgrams-gamma.vercel.app/,https://youtu.be/flSgbcvt9E0?si=m9dPFhRiOROXMP5M,False,Grievance & civic accountability,loaded_minimal_or_client_only,about:blank,,Vercel,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
108,Parivahan Seva,Ritankar Bhunia & Ananjan Mitra,https://parivahan.pybash.xyz/,https://drive.google.com/file/d/1SZb_U5RmYZTBxNHaokgDjqzXYnafDMLH/view?usp=sharing,False,Road transport & vehicles,loaded_visible_content,https://parivahan.pybash.xyz/,Parivahan Sewa — Ministry of Road Transport & Highways,Other/custom,3,plain_language_or_own_words|tracking_status_deadline_or_next_step|documents_evidence_or_records,False,False,True,False,False,False,True,True,False,False,False,False,False,False,,
109,SugamyaSetu - Building a Truly Accessible India,Niyati Agrawal,https://sugamyasetu-udid-portal.officialtripsie.chatgpt.site/,https://www.loom.com/share/91770937851d4fc9b534704eea194587,False,"Health, emergency & accessibility",loaded_minimal_or_client_only,about:blank,,ChatGPT Sites,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
110,"JanSewak — government websites, as easy as talking",Shivam Kumar Pathak,https://jansewak.vercel.app/,https://drive.google.com/drive/folders/1TOSiCegrzQ4uQB23ZS-7288mfb3RM56O?usp=sharing,False,Cross-service platforms & infrastructure,loaded_visible_content,https://jansewak.vercel.app/,जनसेवक JanSewak — आपकी अपनी सरकारी सहायक,Vercel,7,prototype_disclosure|multilingual|plain_language_or_own_words|voice_or_speech|ai_chat_or_copilot|documents_evidence_or_records|eligibility_rules_or_benefits,True,True,True,True,True,False,False,True,True,False,False,False,False,False,,
111,Raksha,Aryan Kumar & Kamal Kumar,https://ncrp-reimagined-five.vercel.app/,https://youtu.be/U677vnIWoqo,False,"Cybercrime, scams & public safety",loaded_visible_content,https://ncrp-reimagined-five.vercel.app/,Raksha | Cyber Crime Response,Vercel,6,prototype_disclosure|multilingual|voice_or_speech|ai_chat_or_copilot|tracking_status_deadline_or_next_step|documents_evidence_or_records,True,True,False,True,True,False,True,True,False,False,False,False,False,False,,
112,EPFO Member Portal,Rishikesh Swaminathan & S Vishvajith Reddy,https://preflight-epf.vercel.app/,https://drive.google.com/file/d/1_dHVGT8Yvw5BCDT7DI9gpxHU8Kp7MQGd/view?usp=drive_link,False,"EPFO, pensions & employment claims",loaded_visible_content,https://preflight-epf.vercel.app/,EPFO Member Portal — Rebuilt · Concept,Vercel,2,prototype_disclosure|multilingual,True,True,False,False,False,False,False,False,False,False,False,False,False,False,,
113,ApplyOnce,Ayush Kumar Singh,https://applyonce-silk.vercel.app/,https://drive.google.com/file/d/11BLUQgor6iwfEWcGlShcZrjdub-w2ViO/view?usp=sharing,False,Cross-service platforms & infrastructure,loaded_visible_content,https://applyonce-silk.vercel.app/,ApplyOnce | Your details. Once. Anywhere.,Vercel,4,prototype_disclosure|consent_privacy_or_sharing|documents_evidence_or_records|provenance_or_source_boundary,True,False,False,False,False,True,False,True,False,False,False,False,False,True,,
114,India Visa Seva,Sufyaan Ahmed & Nisar Ahmed,https://visa-seva.vercel.app/,https://drive.google.com/file/d/1ipzZ95LOIg1UdrgU2_RId_XSM28o2CgJ/view?usp=sharing,False,"Identity, documents, passports & visas",loaded_visible_content,https://visa-seva.vercel.app/,India Visa Seva,Vercel,3,prototype_disclosure|tracking_status_deadline_or_next_step|accessibility_signal,True,False,False,False,False,False,True,False,False,False,True,False,False,False,,
115,Atithi - E Visa Platform,Janvi Mehta & Sarthak Shah,https://atithitest.sarthakshipsai.com/,https://drive.google.com/file/d/1Z5jsBtyoWbr5-0t1xQg4VdBQam17UgaW/view?usp=drivesdk,False,"Identity, documents, passports & visas",loaded_visible_content,https://atithitest.sarthakshipsai.com/,"Atithi · India e-Visa · apply, pay, track",Other/custom,5,prototype_disclosure|ai_chat_or_copilot|tracking_status_deadline_or_next_step|documents_evidence_or_records|eligibility_rules_or_benefits,True,False,False,False,True,False,True,True,True,False,False,False,False,False,,
116,Berth Right,Rushiraj Birajdar,https://berth-right.birajdar.in/,https://youtu.be/rHeWoqqiJIg?si=G3IXh1J1kcxhHVnV,False,"Rail, transit & travel booking",loaded_visible_content,https://berth-right.birajdar.in/,Berth Right,Other/custom,2,prototype_disclosure|multilingual,True,True,False,False,False,False,False,False,False,False,False,False,False,False,,
117,Sarathi One,Naman Dosho,https://sarathi-one-pink.vercel.app/,https://drive.google.com/file/d/1qVHVLxChEMt4VmRonL3H7cV0RczmhvhJ/view?usp=sharing,False,Road transport & vehicles,loaded_visible_content,https://sarathi-one-pink.vercel.app/,Sarathi One — Every vehicle & licence service. One login. One place.,Vercel,3,prototype_disclosure|tracking_status_deadline_or_next_step|documents_evidence_or_records,True,False,False,False,False,False,True,True,False,False,False,False,False,False,,
118,Drishti,Aditya & Kanishk Ashish Dubey,https://drishti-eight-pearl.vercel.app/,https://youtu.be/qETO7HHAggU,False,"Cybercrime, scams & public safety",loaded_visible_content,https://drishti-eight-pearl.vercel.app/,Drishti — Forensic Answer Evaluation,Vercel,3,ai_chat_or_copilot|documents_evidence_or_records|provenance_or_source_boundary,False,False,False,False,True,False,False,True,False,False,False,False,False,True,,
119,Samadhan,Harsh Shrivastava,https://samadhan-1050.vercel.app/,https://drive.google.com/file/d/1YF_uVIc0HqCc4DuP1_H8SJTqPBBC70tO/view?usp=drivesdk,False,Grievance & civic accountability,loaded_visible_content,https://samadhan-1050.vercel.app/,Samadhan — Report civic issues and track how they get fixed,Vercel,7,multilingual|voice_or_speech|ai_chat_or_copilot|consent_privacy_or_sharing|tracking_status_deadline_or_next_step|documents_evidence_or_records|accessibility_signal,False,True,False,True,True,True,True,True,False,False,True,False,False,False,,
120,Sachet,Suyash Pradhan,https://sachet-ncrp-prototype.vercel.app/,https://www.loom.com/share/596c0310bdc6490d8573d7517f8654dc,False,"Cybercrime, scams & public safety",loaded_visible_content,https://sachet-ncrp-prototype.vercel.app/,Prepare a financial cyber-fraud report,Vercel,4,prototype_disclosure|multilingual|plain_language_or_own_words|voice_or_speech,True,True,True,True,False,False,False,False,False,False,False,False,False,False,,
121,LicenceFlow,Sambhav jain,https://licenceflow-mp-demo.eruditespartan108.chatgpt.site/,https://youtu.be/gtAxoEhZAMM,False,Road transport & vehicles,loaded_minimal_or_client_only,about:blank,,ChatGPT Sites,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
